Order_ID,Customer_ID,Customer_Name,Age,Gender,City,Customer_Since,Category,Product,Quantity,Unit_Price,Discount,Total_Amount,Payment_Method,Order_Date,Delivery_Date,Delivery_Days,Order_Status,Rating,Return_Reason,Unnamed_Col
ORD00260,CUST0092,Smita Reddy,18,Male,Hyderabad,2022-05-18,Toys,Doll,1,592.97,0.27,432.87,Net Banking,2024-01-09,2024-01-14,5,Delivered,1.0,,
ORD00672,CUST0238,Shweta Mishra,64,Female,Delhi,2022-01-01,Books,Self-Help,3,412.66,0.26,916.11,Cash on Delivery,2024-03-26,2024-03-28,2,Delivered,4.0,,
ORD00668,CUST0237,Gaurav Iyer,40,Female,Surat,2022-11-04,BEAUTY,Face Cream,4,434.95,0.29,1235.26,Cash on Delivery,2022-10-20,2022-10-23,3,Cancelled,,,
ORD00801,CUST0281,Pooja Desai,27,Female,Hyderabad,2022-11-03,Grocery,Coffee,4,383.29,0.19,1241.86,UPI,2022-11-06,2022-11-11,5,Returned,,Better Price Available,
ORD00757,CUST0266,Anjali Verma,28,Male,Ahmedabad,2022-07-24,Beauty,Shampoo,4,322.27,0.35,837.9,UPI,2023-01-26,2023-02-10,15,Returned,,Changed Mind,
ORD00357,CUST0127,Vinod Saxena,51,Male,Kolkata,2022-12-17,Toys,Puzzle,2,373.61,0.13,650.08,Cash on Delivery,2024-01-28,2024-02-11,14,Delivered,3.0,,
ORD00678,CUST0241,Sandeep Chauhan,32,Male,Delhi,2022-11-16,Books,Self-Help,1,370.3,0.32,251.8,  UPI  ,2023-05-12,2023-05-14,2,Delivered,5.0,,
ORD00665,CUST0235,Manoj Joshi,19,Female,Chennai,2022-05-10,Electronics,Headphones,1,3561.27,0.1,3205.14,UPI,2023-06-02,2023-06-07,5,Cancelled,,,
ORD00948,CUST0334,Ritu Pandey,32,Female,Jaipur,2022-05-18,Fashion,Kurta,1,805.76,0.17,668.78,Debit Card,2023-04-29,2023-05-12,13,Pending,,,
ORD00214,CUST0074,Gaurav Singh,51,Male,Chennai,2022-11-23,Grocery,Dal,2,157.64,0.28,227.0,UPI,2022-10-17,2022-10-23,6,Returned,,Defective Product,
ORD01055,CUST0372,Priya Khan,44,Male,Bangalore,2022-12-23,Books,Comic Book,2,217.62,0.33,291.61,Credit Card,2024-01-01,2024-01-03,2,Cancelled,,,
ORD00683,CUST0242,Lata Khan,62,Male,Surat,2022-08-23,Grocery,Tea,2,269.84,0.04,518.09,Cash on Delivery,15/04/2023,2023-04-20,5,Shipped,,,
ORD00594,CUST0208,Vijay Yadav,24,Female,Ahmedabad,2022-01-05,Grocery,Rice,2,112.42,0.05,213.6,  Credit Card  ,2024-02-17,2024-02-22,5,Delivered,1.0,,
ORD00894,CUST0315,Pooja Dubey,33,Female,lucknow,2022-11-12,Toys,Lego Set,2,2755.75,0.3,3858.05,Net Banking,2024-02-07,2024-02-12,5,Delivered,,,
ORD01132,CUST0400,Preeti Mehta,43,Male,Delhi,2022-07-19,Home & Kitchen,Air Fryer,4,4729.73,0.3,13243.24,Debit Card,2024-05-11,2024-05-26,15,Delivered,4.0,,
ORD00604,CUST0213,Sachin Malhotra,58,Male,Pune,2022-04-17,Toys,Board Game,4,1022.65,0.13,3558.82,Debit Card,2023-08-20,2023-08-30,10,Cancelled,,,
ORD00939,CUST0331,Sunita Khan,44,Female,Ahmedabad,2022-03-14,Electronics,Laptop,1,59598.56,0.28,42910.96,Wallet,2024-02-01,2024-02-09,8,Shipped,,,
ORD00246,CUST0087,Priya Desai,49,Female,Jaipur,2022-08-28,Books,Biography,3,449.04,0.19,1091.17,UPI,2023-11-21,2023-11-23,2,Delivered,3.0,,
ORD00376,CUST0133,Suresh Bose,42,,,2022-01-21,Home & Kitchen,Pressure Cooker,2,1843.99,0.03,3577.34,,2023-11-22,2023-12-07,15,Delivered,,,
ORD00631,CUST0222,Vijay Yadav,50,Male,Kolkata,2022-12-04,Home & Kitchen,Pressure Cooker,4,1972.17,0.03,7652.02,Debit Card,2023-03-24,2023-03-25,1,Cancelled,,,
ORD00058,CUST0017,Manoj Hegde,44,Male,Mumbai,2022-09-04,Home & Kitchen,Air Fryer,0,5643.89,0.17,18737.71,Debit Card,2023-02-21,2023-03-06,13,Returned,,Defective Product,
ORD00051,CUST0015,Ajay Rao,21,female,Nagpur,2022-12-02,Grocery,Tea,2,220.78,0.11,392.99,Debit Card,2023-07-19,2023-07-20,1,Delivered,2.0,,
ORD01042,CUST0368,Vivek Mehta,20,Female,Kolkata,2022-05-16,BOOKS,Novel,3,381.73,0.24,870.34,UPI,2022-08-09,2022-08-16,7,Cancelled,,,
ORD00368,CUST0130,Anil Mehta,39,Female,Hyderabad,2022-04-23,Electronics,Laptop,2,57837.18,0.08,106420.41,Net Banking,2023-09-10,2023-09-21,11,Delivered,2.0,,
ORD00132,CUST0044,Gaurav Kulkarni,60,Male,Delhi,2022-01-24,Home & Kitchen,Mixer,1,3732.25,0.13,3247.06,Debit Card,2023-07-28,2023-08-12,15,Delivered,3.0,,
ORD00938,CUST0330,Gaurav Hegde,51,Female,Bangalore,2022-06-01,Grocery,Biscuits,1,48.26,0.04,46.33,Debit Card,2023-01-22,2023-01-27,5,Cancelled,,,
ORD00990,CUST0349,Harish Tiwari,57,Female,Nagpur,2022-10-10,Grocery,Tea,1,272.48,0.23,209.81,Credit Card,2022-06-17,2022-07-02,15,Returned,,Late Delivery,
ORD00858,CUST0304,Gaurav Srivastava,50,Female,Mumbai,2022-06-04,Home & Kitchen,Water Bottle,3,390.85,0.09,1067.02,Credit Card,2023-07-22,2023-08-03,12,Cancelled,,,
ORD00173,CUST0060,Anil Khan,50,Female,Surat,2022-10-18,Sports,Cycle,2,7433.78,0.31,10258.62,UPI,2023-04-26,2023-05-06,10,Pending,,,
ORD00658,CUST0232,Anil Dubey,25,Female,Hyderabad,2022-07-10,Home & Kitchen,Bedsheet,4,1197.7,0.34,3161.93,Wallet,2023-09-05,2023-09-16,11,Shipped,,,
ORD01037,CUST0365,Manoj Srivastava,34,,,2022-08-06,Sports,Yoga Mat,3,787.89,0.04,2269.12,,2022-08-11,2022-08-14,3,Cancled,,,
ORD00318,CUST0115,Vijay Hegde,19,Female,Kolkata,2022-06-12,Books,Biography,3,412.99,0.29,879.67,Cash on Delivery,2023-02-12,2023-02-15,3,Returned,,,
ORD00799,CUST0280,Seema Tiwari,51,Male,Nagpur,2022-06-07,Sports,Dumbbells,1,1866.11,0.18,1530.21,Cash on Delivery,28/10/2022,2022-11-04,7,Cancelled,,,
ORD00667,CUST0236,Kavya Pillai,53,Male,Pune,2022-12-31,Grocery,Biscuits,2,45.34,0.17,75.26,Net Banking,2024-02-17,2024-02-24,7,Delivered,3.0,,
ORD00237,CUST0083,Preeti Dubey,33,Female,Chennai,2022-05-01,Toys,Board Game,3,1075.46,0.23,2484.31,Cash on Delivery,2023-11-09,2023-11-13,4,Delivered,,,
ORD00049,CUST0015,Ajay Rao,21,Female,Nagpur,2022-12-02,Sports,Yoga Mat,2,682.44,0.04,1310.28,Net Banking,2022-10-11,2022-10-15,4,Returned,,Wrong Item Delivered,
ORD00714,CUST0254,Rahul Desai,37,Female,Jaipur,2022-08-31,Home & Kitchen,Mixer,4,3447.33,0.03,13375.64,Cash on Delivery,2023-10-18,2023-10-20,2,Delivered,2.0,,
ORD00913,CUST0322,Vivek Hegde,50,Female,Hyderabad,2022-09-14,Books,Biography,2,440.83,0.17,731.78,Wallet,2022-07-06,2022-07-21,15,Returned,,Wrong Item Delivered,
ORD00021,CUST0007,Ajay Agarwal,46,Male,Delhi,2022-12-29,Beauty,Perfume,1,1989.35,0.05,1889.88,Net Banking,2022-10-18,2022-11-02,15,Returned,,Better Price Available,
ORD00851,CUST0301,Jyoti Reddy,63,Female,Kolkata,2022-02-06,Beauty,Serum,2,748.42,0.25,1122.63,UPI,2022-09-25,2022-10-02,7,Cancelled,,,
ORD00267,CUST0094,Meena Tiwari,18,Female,Surat,2022-04-06,Sports,Dumbbells,4,2131.81,0.07,7930.33,Debit Card,2023-04-26,2023-05-06,10,Delivered,3.0,,
ORD00818,CUST0286,Pooja Agarwal,50,Female,Kolkata,2022-09-10,Beauty,Sunscreen,4,317.0,0.25,951.0,Debit Card,2024-04-15,2024-04-21,6,Delivered,3.0,,
ORD00782,CUST0274,Harish Nair,47,Female,Chennai,2022-10-30,Sports,Cycle,1,8842.68,0.34,5836.17,UPI,2024-03-13,2024-03-14,1,Cancelled,,,
ORD00379,CUST0135,Divya Kapoor,53,Male,Pune,2022-07-25,Fashion,Saree,2,2202.28,0.08,4052.2,Credit Card,2022-12-28,2023-01-08,11,Deliverd,3.0,,
ORD00548,CUST0192,Ravi Iyer,47,Female,Lucknow,2022-04-26,Fashion,Kurta,3,878.04,0.18,2159.98,Debit Card,2023-10-20,2023-11-02,13,Cancelled,,,
ORD00717,CUST0254,Rahul Desai,37,Female,Jaipur,2022-08-31,Toys,Lego Set,1,2816.0,0.34,1858.56,Wallet,2023-06-14,2023-06-29,15,Returned,,Changed Mind,
ORD01081,CUST0380,Swati Chauhan,50,Male,Ahmedabad,2022-02-15,Beauty,Sunscreen,2,335.39,0.08,617.12,Debit Card,2023-04-23,2023-04-27,4,Delivered,3.0,,
ORD00103,CUST0033,Smita Pillai,50,,,2022-07-13,Grocery,Rice,4,113.87,0.1,409.93,,2024-05-12,2024-05-19,7,Returned,,,
ORD00082,CUST0027,Seema Nair,18,,,2022-02-25,Toys,Puzzle,1,357.69,0.14,307.61,,2023-03-20,2023-03-22,2,Delivered,,,
ORD00333,CUST0119,Swati Trivedi,42,Male,Nagpur,2022-10-19,Books,Comic Book,4,185.53,0.22,578.85,UPI,2023-12-11,2023-12-15,4,Deliverd,1.0,,
ORD00295,CUST0106,Pooja Verma,53,Male,Jaipur,2022-10-28,Fashion,Jacket,1,2250.22,0.25,1687.66,Net Banking,2024-01-12,2024-01-17,5,Pending,,,
ORD00300,CUST0108,Vivek Dubey,26,Male,Jaipur,2022-02-02,Sports,Cricket Bat,2,2788.01,0.17,4628.1,Cash on Delivery,2022-07-20,2022-07-30,10,Cancelled,,,
ORD00949,CUST0335,Amit Mehta,35,Female,Lucknow,2022-11-01,Home & Kitchen,Water Bottle,2,372.79,0.27,544.27,Cash on Delivery,2022-11-18,2022-11-19,1,Cancelled,,,
ORD00470,CUST0163,Vikram Srivastava,60,Male,Bangalore,2022-09-05,Grocery,Biscuits,3,46.51,0.23,107.44,Cash on Delivery,2022-12-30,2023-01-11,12,Delivered,5.0,,
ORD00793,CUST0278,Tarun Joshi,61,male,Ahmedabad,2022-06-01,Toys,RC Car,4,1306.43,0.33,3501.23,Cash on Delivery,2022-09-18,2022-10-03,15,Returned,,Size Not Fit,
ORD00474,CUST0165,Gaurav Reddy,41,Male,Lucknow,2022-08-13,Beauty,Shampoo,3,301.46,0.26,669.24,Wallet,2024-05-10,2024-05-14,4,Delivered,,,
ORD00606,CUST0213,Sachin Malhotra,58,Male,Pune,2022-04-17,Electronics,Speaker,2,3855.51,0.34,5089.27,Wallet,2024-03-05,2024-03-17,12,Cancelled,,,
ORD00309,CUST0112,Rekha Trivedi,63,Male,Delhi,2022-04-29,Sports,Football,1,-500.0,0.12,520.08,UPI,2023-03-30,2023-04-13,14,Returned,,Defective Product,
ORD00310,CUST0112,Rekha Trivedi,63,Male,Delhi,2022-04-29,Home & Kitchen,Mixer,4,3260.79,0.08,11999.71,UPI,2023-07-19,2021-01-01,6,Delivered,0.0,,
ORD00911,CUST0321,Kavita Rao,65,Female,pune,2022-11-28,Beauty,Face Cream,1,476.37,0.04,457.32,Net Banking,2022-12-11,2022-12-12,1,Delivered,,,
ORD00708,CUST0252,Vikram Bose,34,Female,Kolkata,2022-10-31,Home & Kitchen,Bedsheet,4,1307.18,0.23,4026.11,Credit Card,2023-11-17,2023-11-19,2,Cancelled,,,
ORD00464,CUST0161,Pankaj Rao,22,Female,Ahmedabad,2022-11-29,Fashion,T-Shirt,3,443.95,0.05,1265.26,Credit Card,2023-02-21,2023-02-23,2,Delivered,5.0,,
ORD00024,CUST0007,Ajay Agarwal,46,Male,Delhi,2022-12-29,Grocery,Biscuits,1,42.81,0.1,38.53,Wallet,2022-09-15,2022-09-23,8,Delivered,5.0,,
ORD00537,CUST0188,Kavita Verma,63,Female,Delhi,2022-05-01,Sports,Dumbbells,2,2217.47,0.11,3947.1,Debit Card,2022-06-04,2022-06-14,10,Shipped,,,
ORD00189,CUST0065,Sandeep Reddy,26,Male,Chennai,2022-08-07,Books,Novel,2,308.18,0.05,585.54,Credit Card,2023-02-07,2023-02-18,11,Delivered,2.0,,
ORD00577,CUST0203,Rohan Trivedi,32,,,2022-05-08,Sports,Cycle,2,8442.35,0.15,14352.0,,2022-12-28,2022-12-31,3,Delivered,,,
ORD00573,CUST0202,Mohit Sharma,29,Male,Delhi,2022-07-24,Fashion,Saree,2,2531.32,0.12,4455.12,Credit Card,2022-11-01,2022-11-03,2,Cancelled,,,
ORD00296,CUST0107,Manoj Shah,50,Male,Pune,2022-06-04,Grocery,Rice,1,111.62,0.34,73.67,Wallet,2023-03-04,2023-03-11,7,Delivered,1.0,,
ORD00454,CUST0158,Vinod Trivedi,18,,,2022-10-08,Toys,Doll,1,557.53,0.15,473.9,,2022-10-21,2022-11-02,12,Cancelled,,,
ORD00008,CUST0003,Tarun Pandey,50,Male,Hyderabad,2022-01-15,Grocery,Biscuits,1,53.45,0.02,52.38,Net Banking,2024-03-06,2024-03-14,8,Delivered,5.0,,
ORD01014,CUST0356,Harish Bose,45,Female,nagpur,2022-03-10,Sports,Yoga Mat,3,740.21,0.22,1732.09,Credit Card,2023-11-14,2023-11-17,3,Delivered,2.0,,
ORD01096,CUST0385,Seema Pandey,49,Female,Pune,2022-10-29,Electronics,Smartwatch,2,9103.5,0.22,14201.46,UPI,2022-10-09,2022-10-11,2,Returned,,Changed Mind,
ORD00637,CUST0223,Neha Reddy,36,Female,Jaipur,2022-08-21,Books,Textbook,3,678.16,0.3,1424.14,Wallet,2024-04-18,2024-05-01,13,Cancelled,,,
ORD00153,CUST0053,Vivek Iyer,37,Female,bangalore,2022-12-23,Sports,Football,4,529.69,0.26,1567.88,Debit Card,2023-09-09,2023-09-23,14,Delivered,2.0,,
ORD00235,CUST0082,Divya Srivastava,65,Female,Bangalore,2022-11-05,Electronics,Speaker,2,4284.63,0.15,7283.87,Credit Card,2024-01-09,2024-01-10,1,Delivered,5.0,,
ORD00110,CUST0037,Pankaj Kapoor,25,Male,Hyderabad,2022-03-24,Books,Biography,3,471.02,0.04,1356.54,Credit Card,2024-02-29,2024-03-12,12,Returnd,,Wrong Item Delivered,
ORD00611,CUST0214,Sachin Sharma,28,Male,Hyderabad,2022-04-13,Beauty,Serum,2,690.8,0.09,1257.26,Cash on Delivery,2023-03-21,2023-03-30,9,Cancelled,,,
ORD01094,CUST0385,Seema Pandey,49,Female,Pune,2022-10-29,Fashion,Dress,2,1563.48,0.32,2126.33,UPI,2023-09-28,2023-10-05,7,Cancelled,,,
ORD00703,CUST0250,Rohan Pillai,60,,,2022-12-31,Fashion,Saree,1,2434.92,0.2,1947.94,,2023-08-12,2023-08-25,13,Delivered,,,
ORD00554,CUST0194,Suresh Nair,57,Female,Delhi,2022-06-29,Sports,Dumbbells,2,2122.02,0.1,3819.64,Credit Card,2022-10-06,2022-10-21,15,Cancelled,,,
ORD00996,CUST0351,Pooja Sharma,26,Male,Nagpur,2022-08-22,Sports,Dumbbells,4,1723.05,0.06,6478.67,UPI,02/07/2023,2023-07-12,10,Delivered,4.0,,
ORD01098,CUST0386,Seema Nair,39,Female,Mumbai,2022-12-22,Electronics,Headphones,4,3862.8,0.18,12669.98,Wallet,2023-05-23,2023-06-07,15,Delivered,2.0,,
ORD00320,CUST0116,Kavita Iyer,37,male,Hyderabad,2022-12-20,Books,Comic Book,3,184.92,0.15,471.55,UPI,2024-02-17,2024-02-27,10,Cancelled,,,
ORD00204,CUST0071,Lata Kulkarni,62,Male,Surat,2022-12-06,Home & Kitchen,Water Bottle,3,379.72,0.25,854.37,Wallet,2022-08-13,2022-08-15,2,Returned,,Size Not Fit,
ORD00154,CUST0053,Vivek Iyer,37,Female,Bangalore,2022-12-23,Grocery,Dal,4,161.87,0.29,459.71,UPI,2023-11-15,2023-11-26,11,Delivered,1.0,,
ORD00330,CUST0118,Priya Rao,50,Female,Delhi,2022-12-20,Beauty,Perfume,4,2156.11,0.15,7330.77,Net Banking,2024-01-15,2024-01-24,9,Cancelled,,,
ORD00028,CUST0008,Seema Mehta,65,Female,Delhi,2022-02-18,Home & Kitchen,Bedsheet,2,1350.0,0.06,2538.0,Wallet,2023-01-18,2023-01-21,3,Delivered,2.0,,
ORD00231,CUST0081,Nisha Yadav,56,Male,Kolkata,2022-02-16,Home & Kitchen,Mixer,3,3064.99,0.01,9103.02,Cash on Delivery,2023-09-10,2023-09-23,13,Delivered,1.0,,
ORD00384,CUST0137,Arjun Tiwari,33,Female,Mumbai,2022-11-25,Beauty,Lipstick,1,436.28,0.24,331.57,Debit Card,2024-04-20,2024-04-26,6,Delivered,5.0,,
ORD00677,CUST0240,Sunita Desai,35,Female,Mumbai,2022-08-26,Books,Textbook,4,614.8,0.28,1770.62,UPI,2022-06-10,2022-06-20,10,Delivered,1.0,,
ORD00753,CUST0265,Kavita Kapoor,24,Female,Mumbai,2022-11-04,Home & Kitchen,Mixer,1,3592.5,0.33,2406.97,Credit Card,2023-08-15,2023-08-22,7,Delivered,2.0,,
ORD00216,CUST0075,Vivek Dubey,60,Female,Bangalore,2022-02-28,Sports,Cricket Bat,2,2709.63,0.14,4660.56,Cash on Delivery,2022-08-24,2022-09-05,12,Delivered,2.0,,
ORD00856,CUST0303,Sneha Kapoor,52,Female,Chennai,2022-07-20,BEAUTY,Face Cream,1,478.51,0.02,468.94,Cash on Delivery,2024-02-11,2024-02-17,6,Pending,,,
ORD00991,CUST0349,Harish Tiwari,57,Female,Nagpur,2022-10-10,Home & Kitchen,Mixer,3,2981.92,0.28,6440.95,Debit Card,2023-01-05,2023-01-08,3,Shipped,,,
ORD00572,CUST0201,Anil Mishra,45,Female,Hyderabad,2022-04-26,Toys,Doll,2,627.6,0.12,1104.58,Credit Card,2023-04-01,2023-04-08,7,Delivered,2.0,,
ORD00114,CUST0038,Ritu Mishra,21,Female,Delhi,2022-12-26,Beauty,Sunscreen,1,369.83,0.2,295.86,Cash on Delivery,2023-04-07,2023-04-12,5,Delivered,2.0,,
ORD00075,CUST0023,Pankaj Shah,44,Female,Jaipur,2022-05-18,Home & Kitchen,Mixer,2,3451.66,0.3,4832.32,UPI,2024-03-31,2024-04-04,4,Delivered,3.0,,
ORD00806,CUST0283,Pooja Desai,36,Male,Delhi,2022-06-18,Books,Novel,2,350.3,0.31,483.41,Debit Card,26/03/2023,2023-04-02,7,Returned,,Better Price Available,
ORD00220,CUST0076,Gaurav Rao,46,Female,Nagpur,2022-07-30,Beauty,Sunscreen,3,333.22,0.32,679.77,  Wallet  ,2022-10-15,2022-10-16,1,Cancelled,,,
ORD00570,CUST0200,Deepak Kulkarni,23,Male,Nagpur,2022-12-01,Fashion,Shoes,3,1874.59,0.26,4161.59,Credit Card,2023-02-12,2023-02-24,12,Returned,,Defective Product,
ORD00390,CUST0139,Preeti Rao,25,Male,Lucknow,2022-06-09,Toys,Action Figure,2,883.92,0.03,1714.8,Cash on Delivery,2023-11-11,2023-11-13,2,Returned,,Defective Product,
ORD00404,CUST0142,Geeta Singh,63,Female,Mumbai,2022-09-29,Beauty,Sunscreen,2,385.1,0.28,554.54,Cash on Delivery,2023-04-08,2023-04-16,8,Cancelled,,,
ORD00047,CUST0014,Vinod Bose,25,Female,Jaipur,2022-10-16,Toys,Action Figure,4,884.24,0.18,2900.31,Cash on Delivery,2023-07-10,2023-07-24,14,Shipped,,,
ORD00974,CUST0342,Vivek Gupta,36,Male,Hyderabad,2022-08-28,Electronics,Camera,3,30491.52,0.3,64032.19,Net Banking,2023-06-11,2023-06-14,3,Shipped,,,
ORD00544,CUST0190,Seema Pandey,49,Female,Jaipur,2022-11-18,Fashion,Jacket,4,2134.47,0.09,7769.47,Wallet,2023-08-14,2023-08-24,10,Pending,,,
ORD00927,CUST0327,Archana Khan,48,Female,Pune,2022-03-04,Home & Kitchen,Mixer,2,3643.64,0.04,6995.79,UPI,2022-07-04,2022-07-13,9,Cancelled,,,
ORD00516,CUST0181,Kavya Patel,35,female,Pune,2022-02-10,Grocery,Coffee,2,344.1,0.19,557.44,UPI,2023-08-15,2023-08-16,1,Delivered,2.0,,
ORD00127,CUST0043,Raj Saxena,56,Female,Surat,2022-03-31,Beauty,Sunscreen,4,336.14,0.14,1156.32,Debit Card,2022-11-28,2022-12-07,9,Cancelled,,,
ORD00587,CUST0206,Neha Kulkarni,30,Female,Chennai,2022-11-28,Beauty,Shampoo,1,276.99,0.28,199.43,UPI,2024-03-15,2024-03-24,9,Delivered,2.0,,
ORD00018,CUST0006,Divya Gupta,30,Male,Delhi,2022-04-13,Home & Kitchen,Water Bottle,4,357.34,0.06,1343.6,Wallet,2024-05-01,2024-05-02,1,Cancelled,,,
ORD00065,CUST0020,Ravi Kulkarni,26,Male,Hyderabad,2022-04-18,Home & Kitchen,Water Bottle,2,388.98,0.24,591.25,Cash on Delivery,2024-03-21,2024-03-23,2,Cancelled,,,
ORD00859,CUST0305,Sunita Mehta,57,Male,Hyderabad,2022-11-01,Beauty,Serum,3,822.82,0.0,2468.46,Cash on Delivery,2022-09-22,2022-09-23,1,Shipped,,,
ORD00989,CUST0349,Harish Tiwari,57,Female,Nagpur,2022-10-10,Sports,Cricket Bat,4,2349.06,0.28,6765.29,Wallet,05/05/2023,2023-05-17,12,Delivered,3.0,,
ORD00872,CUST0309,Rohan Khan,35,Male,Bangalore,2022-08-06,Electronics,Tablet,1,20585.98,0.13,17909.8,Wallet,2023-05-14,2023-05-25,11,Delivered,2.0,,
ORD00502,CUST0176,Vivek Saxena,43,Male,Surat,2022-10-28,Home & Kitchen,Water Bottle,3,452.16,0.08,1247.96,Cash on Delivery,2023-04-08,2023-04-17,9,Cancelled,,,
ORD00616,CUST0216,Rahul Saxena,25,Male,Lucknow,2022-03-15,Home & Kitchen,Bedsheet,2,1341.01,0.31,1850.59,UPI,2023-04-25,2023-05-01,6,Cancelled,,,
ORD01043,CUST0369,Amit Shah,47,Male,Pune,2022-11-22,Beauty,Serum,4,775.26,0.12,2728.92,Debit Card,2023-04-17,2023-04-20,3,Delivered,5.0,,
ORD00601,CUST0211,Priya Pandey,63,Male,Nagpur,2022-09-08,BOOKS,Biography,4,503.92,0.2,1612.54,Credit Card,2023-01-27,2023-02-09,13,Shipped,,,
ORD01080,CUST0380,Swati Chauhan,50,Male,Ahmedabad,2022-02-15,Fashion,Handbag,4,3087.41,0.16,10373.7,Wallet,2023-06-19,2023-07-02,13,Pending,,,
ORD00063,CUST0019,Sandeep Hegde,47,Male,Kolkata,2022-09-01,Books,Novel,4,385.88,0.03,1497.21,Net Banking,2024-01-15,2024-01-21,6,Shipped,,,
ORD00219,CUST0076,Gaurav Rao,46,Female,Nagpur,2022-07-30,Electronics,Smartwatch,3,8842.11,0.02,25995.8,Credit Card,2024-01-09,2024-01-18,9,Delivered,2.0,,
ORD00943,CUST0332,Sachin Bose,27,Male,Chennai,2022-09-28,Sports,Badminton Racket,2,1580.23,0.2,2528.37,Wallet,2023-05-02,2023-05-16,14,Cancelled,,,
ORD00273,CUST0097,Suresh Verma,37,Male,Chennai,2022-06-08,Books,Self-Help,3,433.59,0.11,1157.69,Cash on Delivery,2023-03-13,2023-03-28,15,Cancelled,,,
ORD00351,CUST0125,Anil Hegde,18,Male,Kolkata,2022-07-09,Electronics,Camera,3,30387.05,0.2,72928.92,Wallet,2024-03-27,2024-04-10,14,Delivered,4.0,,
ORD00669,CUST0237,Gaurav Iyer,40,Female,Surat,2022-11-04,Electronics,Headphones,3,3556.26,0.1,9601.9,Credit Card,2023-10-26,2023-11-08,13,Returned,,Wrong Item Delivered,
ORD00580,CUST0204,Priya Shah,29,Male,Pune,2022-10-15,Home & Kitchen,Water Bottle,2,358.54,0.11,638.2,Credit Card,2023-01-30,2023-02-01,2,Returned,,Changed Mind,
ORD00628,CUST0220,Sunita Khan,41,Male,Lucknow,2022-12-29,Books,Biography,1,501.45,0.28,361.04,Credit Card,2023-10-21,2023-10-25,4,Shipped,,,
ORD01011,CUST0356,Harish Bose,45,Female,Nagpur,2022-03-10,Beauty,Sunscreen,2,380.02,0.22,592.83,Wallet,2023-09-06,2023-09-07,1,Cancelled,,,
ORD00620,CUST0218,Vikram Shah,26,,,2022-04-21,Beauty,Serum,2,892.1,0.14,1534.41,,2023-05-16,2023-05-29,13,Delivered,,,
ORD00236,CUST0083,Preeti Dubey,33,,,2022-05-01,Sports,Football,1,658.32,0.06,618.82,,2024-05-22,2024-05-25,3,Delivered,,,
ORD00770,CUST0269,Sneha Hegde,61,Male,Nagpur,2022-09-29,Beauty,Face Cream,4,512.07,0.1,1843.45,Cash on Delivery,2023-07-03,2023-07-11,8,Returned,,Changed Mind,
ORD00878,CUST0311,Harish Pandey,31,Female,Pune,2022-04-12,Toys,Puzzle,1,437.63,0.02,428.88,Wallet,2023-06-13,2023-06-28,15,Cancelled,,,
ORD00302,CUST0110,Kavya Hegde,51,Male,Nagpur,2022-08-21,Toys,Lego Set,3,2208.5,0.16,5565.42,  Credit Card  ,2022-07-20,2022-07-27,7,Delivered,4.0,,
ORD00101,CUST0033,Smita Pillai,50,Female,Hyderabad,2022-07-13,Fashion,Jeans,1,1247.86,0.34,823.59,Credit Card,2022-09-20,2022-09-23,3,Delivered,1.0,,
ORD00406,CUST0142,Geeta Singh,63,Female,Mumbai,2022-09-29,Electronics,Mobile,3,26650.29,0.24,60762.66,Cash on Delivery,21/09/2022,2022-09-30,9,Delivered,5.0,,
ORD00183,CUST0062,Sandeep Reddy,56,Male,Chennai,2022-07-02,Sports,Yoga Mat,1,919.08,0.35,597.4,Cash on Delivery,2023-09-23,2023-09-27,4,Delivered,,,
ORD00595,CUST0209,Raj Mehta,41,female,Hyderabad,2022-08-07,Electronics,Speaker,2,3988.16,0.18,6540.58,Wallet,2022-07-16,2022-07-26,10,Returned,,Not As Described,
ORD00681,CUST0242,Lata Khan,62,Male,Surat,2022-08-23,Beauty,Serum,3,681.68,0.24,1554.23,Cash on Delivery,2022-11-14,2022-11-20,6,Cancelled,,,
ORD00343,CUST0122,Amit Pillai,49,Male,kolkata,2022-12-05,Toys,Puzzle,2,404.29,0.11,719.64,UPI,2023-04-26,2023-04-28,2,Delivered,1.0,,
ORD00987,CUST0348,Gaurav Agarwal,49,Male,Bangalore,2022-03-25,Grocery,Rice,2,109.27,0.18,179.2,Wallet,2022-10-07,2022-10-16,9,Cancelled,,,
ORD00426,CUST0149,Nisha Iyer,61,Female,Jaipur,2022-08-10,Toys,Board Game,4,1195.58,0.15,4064.97,Credit Card,2024-03-03,2024-03-10,7,Delivered,3.0,,
ORD00139,CUST0047,Kiran Mehta,49,Female,lucknow,2022-07-17,Fashion,T-Shirt,2,498.09,0.07,926.45,Debit Card,2023-11-10,2023-11-23,13,Delivered,2.0,,
ORD00794,CUST0278,Tarun Joshi,61,Male,Ahmedabad,2022-06-01,Sports,Yoga Mat,4,705.87,0.06,2654.07,Credit Card,2022-08-17,2021-01-01,3,Delivered,3.0,,
ORD01020,CUST0358,Sunita Trivedi,30,Male,Ahmedabad,2022-07-25,Fashion,Handbag,2,3204.13,0.16,5382.94,Cash on Delivery,2023-10-20,2023-10-26,6,Delivered,5.0,,
